"COLOMBIA COLLEGE";"rectoria@collegedecolombia.edu.co";"Tel: (57) (7) 6202220";"cL 57 27-107 Barrancabermeja, Colombia"
"Casa Mettler";"gerencia@mettler.pasto.com";"Tel: (57) (2) 7235150";"Cl 20 23-28 Pasto, Colombia"
"DIS. LICORES JAIRO SALDARRIAGA";"jaisal@une.net.co";"Tel: (57) (4) 2850107";"Central Mayorista B-5 L-1 Medellín, Colombia"
"Cigarrería y Confitería Ynnaf";"licodulces@hotmail.com";"Tel: (57) (4) 2779012";"Cr51 48-68 Itagui Medellín, Colombia"
"Alhelí Cocinas y Baños";"info@alheli.com";"Tel: (57) (4) 4447553";"Cr42 75-83 Int 218 ItagÏí Itagüí, Colombia"
"ASADOS A DOMICILIO ALFREDO CARNES PARRILLA";"alfredocarnesq@hotmail.com";"Tel: (57) (4) 4831049";"Dg58 48-41 Bello. Medellín, Colombia"
"Empaquetados El Trece S.A.S.";"empaquetadoseltrece@une.net.c";"Tel: (57) (4) 4440613";"Cl 78 46-113 B 13 L 15 Itagui Medellín, Colombia"
"Carnes Frías Salamanca";"carnicoselcondado@yahoo.com";"Tel: (57) (4) 4445703";"Cl10 S 51-46 Medellín, Colombia"
"Supermercado Merkgusto";"sbernal.2502@hotmail.com";"Tel: (57) (7) 5745472";"Cl 4 AN 15 AE-85 San Eduardo Cúcuta, Colombia"
"CAVASA S.A.";"gerenciageneral@cavasa.com.co";"Tel: (57) (2) 4484015";"Km 11 Vía Cali Candelaria Cgto El Carmelo Cali, Colombia"
"Central De Abastecimientos Del Valle Del Cauca S.A. Cavasa S.A.";"gerenciageneral@cavasa.com.co";"Tel: (57) (2) 4484015";"Km 11 Vía Cali Candelaria Cgto El Carmelo Cali, Colombia"
"Ferrequipos";"ferrequipos.pereira@hotmail.com";"Tel: (57) (6) 3356933";"Cl 13 9-38 Pereira, Colombia"
"CORATIENDAS CODABAS";"coratiendasmec@hotmail.com";"Tel: (57) (1) 6749220";"Cr7 180-75 Modulo 4 1 22 Bogotá, Colombia"
"Comercializadora Parra Montoya";"cristianparramontoya@gmail.com";"Tel: (57) (2) 3362471";"Cl 26 B 46-12 Cali, Colombia"
"BADIA";"info@proimpo.co";"Tel: (57) (4) 4485774";"Cr50 76 S-101 Bdg 144 Stock S La Estrella Medellín, Colombia"
"SUPERMERCADO HUERTA CAJICA";"pedrohuertacajica@yahoo.es";"Tel: (57) (1) 6207969";"Cl 125 Bis 20-20 Bogotá, Colombia"
"SANTA ANA MARKET";"sedijogerencia@hotmail.com";"Tel: (57) (7) 5777258";"Av11 Este 7-49 Colsag Cúcuta, Colombia"
"Supermercado Punto y Fama";"mercadeopuntoyfama@gmail.com";"Tel: (57) (7) 5774085";"Cl 9 N 9 E-124 Guaimaral Cúcuta, Colombia"
"ALMACEN EL MIO Y CIA. LTDA.";"almacenelmio@proimde.com";"Tel: (57) (2) 2244493";"Cr22 27 A-04 Tuluá, Colombia"
"MERCAMAS DEL CARIBE";"mercamascaribe@hotmail.com";"Tel: (57) (8) 5126886";"Av Juan XXIII 4-108 San Andrés, Colombia"
"Puyo S.A.";"gerpu58@hotmail.com";"Tel: (57) (2) 7227676";"Cr43 12 A-23 Pasto, Colombia"
"RAPIMERQUE";"rapimerque@hotmail.com";"Tel: (57) (2) 3336500";"Cr105 15 A-53 Cali, Colombia"
"H y R Distribuciones S.A.";"hyr@une.net.co";"Tel: (57) (4) 4447746";"Cl 85 50 A-36 Itagüí, Colombia"
"Mazamorra la Antioqueña";"compucampo@une.net.co";"Tel: (57) (4) 2852385";"Cl 79 48-105 B 3 L 17 Central Mayorista Itag Medellín, Colombia"
"Vida Bella";"nelson.villalba@hotmail.com.co";"Cel.: (57) 3128244395";"Manga Cr18 A 19-55 Cj Sta Clara Cartagena, Colombia"
"DISTRIBUCIONES NENITA";"distribucionesnenita@hotmail.com";"Tel: (57) (1) 8350532";"Cl 12 8-16 Girardot, Colombia"
"Supermercado Surtimar";"surtimar@hotmail.com";"Tel: (57) (8) 5120919";"Av Las Américas Cl 4 5 B-27 San Andrés, Colombia"
"NJ Market";"nolyjaypomare@gmail.com";"Tel: (57) (8) 5132718";"Loma Mission Hill 25-95 San Andrés, Colombia"
"Trilladora Industrial";"trilladora.industrial@gmail.com";"Tel: (57) (8) 2613469";"Cr5 21-36 Ibagué, Colombia"
"TIPIS FRUT";"makroventasdelhuila@gmail.com";"Tel: (57) (8) 8640228";"Cr12 3 A-75 Neiva, Colombia"
"SUPERMERCADO EL TIGRE DE LA REBAJA";"tigre.rebaja.ch@hotmail.com";"Tel: (57) (2) 7299137";"Cl 18 14-28 Champagnat Pasto, Colombia"
"SUPERMERCADO LA CANASTA";"lacanastacucuta@hotmail.com";"Tel: (57) (7) 5753842";"Av3 E 3-12 Cúcuta, Colombia"
"FRUVER LA SABANA";"edison-2587@hotmail.com";"Cel.: (57) 3124463262";"Cr31 19-24 Neiva, Colombia"
"BANDAS TRANSPORTADORAS AYJ TRANSMISIONES Y EQUIPOS S.A.S.";"info@ajtransmisiones.com";"Tel: (57) (4) 4481899";"Cl 29C # 56-91 Medellín, Colombia";"Abarrotes"
"A y J Transmisiones y Equipos S.A.S.";"info@ajtransmisiones.com";"Tel: (57) (4) 4481899";"Cl 29 C # 56 - 91 Medellín, Colombia";"Abarrotes"
"DROGUERIA MERCALDAS";"cearistizabal@mercaldas.com.co";"Tel: (57) (6) 8879020 Ext. 1126";"Cr 22 No 17 - 11 Centro Manizales, Colombia";"Abarrotes"
"Mercaldas";"jgomez@mercaldas.com.co";"Tel: (57) (6) 8879020 Ext. 1127";"Cr 22 No 17 - 11 Centro Manizales, Colombia";"Abarrotes"
"LA CARETA";"granerolacareta@hotmail.com";"Tel: (57) (4) 2663032";"Cl 44 A 69 A-36 Medellín, Colombia";"Abarrotes"
"Premoldeados S.A.S.";"comercial@premoldeados.com.co";"Tel: (57) (2) 4359140";"Km 3 Vía Cali-Cavasa Cali, Colombia";"Abarrotes"
"DISTRIALIMENTOS";"distrialimentos2010@gmail.com";"Cel.: (57) 3148636853";"Cr14 5-25 Santa Marta, Colombia";"Abarrotes"
"COLOMBIA COLLEGE";"rectoria@collegedecolombia.edu.co";"Tel: (57) (7) 6202220";"cL 57 27-107 Barrancabermeja, Colombia";"Abarrotes"
"Casa Mettler";"gerencia@mettler.pasto.com";"Tel: (57) (2) 7235150";"Cl 20 23-28 Pasto, Colombia";"Abarrotes"
"DIS. LICORES JAIRO SALDARRIAGA";"jaisal@une.net.co";"Tel: (57) (4) 2850107";"Central Mayorista B-5 L-1 Medellín, Colombia";"Abarrotes"
"Cigarrería y Confitería Ynnaf";"licodulces@hotmail.com";"Tel: (57) (4) 2779012";"Cr51 48-68 Itagui Medellín, Colombia";"Abarrotes"
"Alhelí Cocinas y Baños";"info@alheli.com";"Tel: (57) (4) 4447553";"Cr42 75-83 Int 218 ItagÏí Itagüí, Colombia";"Abarrotes"
"ASADOS A DOMICILIO ALFREDO CARNES PARRILLA";"alfredocarnesq@hotmail.com";"Tel: (57) (4) 4831049";"Dg58 48-41 Bello. Medellín, Colombia";"Abarrotes"
"Empaquetados El Trece S.A.S.";"empaquetadoseltrece@une.net.c";"Tel: (57) (4) 4440613";"Cl 78 46-113 B 13 L 15 Itagui Medellín, Colombia";"Abarrotes"
"Carnes Frías Salamanca";"carnicoselcondado@yahoo.com";"Tel: (57) (4) 4445703";"Cl10 S 51-46 Medellín, Colombia";"Abarrotes"
"Supermercado Merkgusto";"sbernal.2502@hotmail.com";"Tel: (57) (7) 5745472";"Cl 4 AN 15 AE-85 San Eduardo Cúcuta, Colombia";"Abarrotes"
"Central De Abastecimientos Del Valle Del Cauca S.A. Cavasa S.A.";"gerenciageneral@cavasa.com.co";"Tel: (57) (2) 4484015";"Km 11 Vía Cali Candelaria Cgto El Carmelo Cali, Colombia";"Abarrotes"
"CAVASA S.A.";"gerenciageneral@cavasa.com.co";"Tel: (57) (2) 4484015";"Km 11 Vía Cali Candelaria Cgto El Carmelo Cali, Colombia";"Abarrotes"
"Ferrequipos";"ferrequipos.pereira@hotmail.com";"Tel: (57) (6) 3356933";"Cl 13 9-38 Pereira, Colombia";"Abarrotes"
"CORATIENDAS CODABAS";"coratiendasmec@hotmail.com";"Tel: (57) (1) 6749220";"Cr7 180-75 Modulo 4 1 22 Bogotá, Colombia";"Abarrotes"
"Comercializadora Parra Montoya";"cristianparramontoya@gmail.com";"Tel: (57) (2) 3362471";"Cl 26 B 46-12 Cali, Colombia";"Abarrotes"
"BADIA";"info@proimpo.co";"Tel: (57) (4) 4485774";"Cr50 76 S-101 Bdg 144 Stock S La Estrella Medellín, Colombia";"Abarrotes"
"SUPERMERCADO HUERTA CAJICA";"pedrohuertacajica@yahoo.es";"Tel: (57) (1) 6207969";"Cl 125 Bis 20-20 Bogotá, Colombia";"Abarrotes"
"Supermercado Punto y Fama";"mercadeopuntoyfama@gmail.com";"Tel: (57) (7) 5774085";"Cl 9 N 9 E-124 Guaimaral Cúcuta, Colombia";"Abarrotes"
"SANTA ANA MARKET";"sedijogerencia@hotmail.com";"Tel: (57) (7) 5777258";"Av11 Este 7-49 Colsag Cúcuta, Colombia";"Abarrotes"
"ALMACEN EL MIO Y CIA. LTDA.";"almacenelmio@proimde.com";"Tel: (57) (2) 2244493";"Cr22 27 A-04 Tuluá, Colombia";"Abarrotes"
"MERCAMAS DEL CARIBE";"mercamascaribe@hotmail.com";"Tel: (57) (8) 5126886";"Av Juan XXIII 4-108 San Andrés, Colombia";"Abarrotes"
"Puyo S.A.";"gerpu58@hotmail.com";"Tel: (57) (2) 7227676";"Cr43 12 A-23 Pasto, Colombia";"Abarrotes"
"RAPIMERQUE";"rapimerque@hotmail.com";"Tel: (57) (2) 3336500";"Cr105 15 A-53 Cali, Colombia";"Abarrotes"
"Mazamorra la Antioqueña";"compucampo@une.net.co";"Tel: (57) (4) 2852385";"Cl 79 48-105 B 3 L 17 Central Mayorista Itag Medellín, Colombia";"Abarrotes"
"H y R Distribuciones S.A.";"hyr@une.net.co";"Tel: (57) (4) 4447746";"Cl 85 50 A-36 Itagüí, Colombia";"Abarrotes"
"Vida Bella";"nelson.villalba@hotmail.com.co";"Cel.: (57) 3128244395";"Manga Cr18 A 19-55 Cj Sta Clara Cartagena, Colombia";"Abarrotes"
"DISTRIBUCIONES NENITA";"distribucionesnenita@hotmail.com";"Tel: (57) (1) 8350532";"Cl 12 8-16 Girardot, Colombia";"Abarrotes"
"Trilladora Industrial";"trilladora.industrial@gmail.com";"Tel: (57) (8) 2613469";"Cr5 21-36 Ibagué, Colombia";"Abarrotes"
"Supermercado Surtimar";"surtimar@hotmail.com";"Tel: (57) (8) 5120919";"Av Las Américas Cl 4 5 B-27 San Andrés, Colombia";"Abarrotes"
"NJ Market";"nolyjaypomare@gmail.com";"Tel: (57) (8) 5132718";"Loma Mission Hill 25-95 San Andrés, Colombia";"Abarrotes"
"TIPIS FRUT";"makroventasdelhuila@gmail.com";"Tel: (57) (8) 8640228";"Cr12 3 A-75 Neiva, Colombia";"Abarrotes"
"SUPERMERCADO EL TIGRE DE LA REBAJA";"tigre.rebaja.ch@hotmail.com";"Tel: (57) (2) 7299137";"Cl 18 14-28 Champagnat Pasto, Colombia";"Abarrotes"
"FRUVER LA SABANA";"edison-2587@hotmail.com";"Cel.: (57) 3124463262";"Cr31 19-24 Neiva, Colombia";"Abarrotes"
"SUPERMERCADO LA CANASTA";"lacanastacucuta@hotmail.com";"Tel: (57) (7) 5753842";"Av3 E 3-12 Cúcuta, Colombia";"Abarrotes"
"Casa Mudanzas";"casamudanza@hotmail.com";"Tel: (57) (7) 6310446";"Cr32 A 111-21 Of 505 Bucaramanga, Colombia";"Abarrotes"
"Chorizos el Ahumadito";"natamontoya042@hotmail.com";"Tel: (57) (4) 5434473";"Cl 44 31 A-02 El Carmen de Viboral Medellín, Colombia";"Abarrotes"
"Todo Aseo Ltda.";"ventasbarranca@todoaseoltda.com";"Tel: (57) (7) 6201872";"Cl 54 27-65 B. Galán Barrancabermeja, Colombia";"Abarrotes"
"Megaliados Distribuciones S.A.S";"megaliados@une.net.co";"Cel.: (57) 3217221267";"Cr55 76-69 Bdg 112 Platino Plaza Industrial ItagÏí Medellín, Colombia";"Abarrotes"
"DISTRIBUCIONES DULCEMANIAS S.A.S";"dulcemanias.sas@gmail.com";"Tel: (57) (8) 8740472";"Cr2 13-48 Neiva, Colombia";"Abarrotes"
"Arrendamientos San Cristóbal Ltda.";"sancristobalplaza@gmail.com";"Tel: (57) (4) 4270346";"Cl 63 129 A-70 San Cristóbal Medellín, Colombia";"Abarrotes"
"INDUSTRIAS FAMA LTDA.";"servicliente@indufama.com";"Tel: (57) (5) 3533988";"Cr73 76-90 Int 1 Barranquilla, Colombia";"Abarrotes"
"ALMACEN EL GRANO DE ORO";"elgranodeoro@gmail.com";"Tel: (57) (1) 3428066";"Cl 11 17-18 Int 6 Bogotá, Colombia";"Abarrotes"
"Distribuidora Girparr";"efra.parra@hotmail.com";"Tel: (57) (4) 4562077";"Cl 51 45-31 Bello, Colombia";"Abarrotes"
"El Correo de la Noche";"licorsexpress@hotmail.com";"Tel: (57) (4) 4442246";"Cr80 33-02 Medellín, Colombia";"Abarrotes"
"Lácteos La Holandesa No 2";"comercial@lacteoslaholandesa.com";"Tel: (57) (4) 2702847";"Cl 38 S 40-22 Envigado Medellín, Colombia";"Abarrotes"
"SUPERMERCADO MERCAR";"mercarss@hotmail.com";"Tel: (57) (2) 8330022";"Cr9 A 63 N-106 Bellavista Popayán, Colombia";"Abarrotes"
"Droguería del Oriente Cali # 3";"representacionesgiraldoycruz@yahoo.com";"Cel.: (57) 3148201961";"Cr1 1-10 Cali, Colombia";"Abarrotes"
"Granero Dinastía";"cesarherrera@gmail.com";"Tel: (57) (2) 3359389";"Cl 23 29 A-06 Cali, Colombia";"Abarrotes"
"SUPER TIENDA J. Y.";"yoobenymotta@gmail.com";"Cel.: (57) 3138928932";"Cr5 Este 14-58 Brr. San Andres Pitalito, Colombia";"Abarrotes"
"Supermercado Gaviria";"alvaro_zulu@hotmail.com";"Tel: (57) (2) 3355885";"Cl 23 31-31 Cali, Colombia";"Abarrotes"
"La Frijolera";"gmsecretariarg@gmail.com";"Tel: (57) (4) 2852384";"Central Mayorista B-13 L-90 Itagüí Medellín, Colombia";"Abarrotes"
"Cigarrería la 63";"mariangelicarey@hotmail.com";"Cel.: (57) 3204699757";"Cl 63 14-93 Bogotá, Colombia";"Abarrotes"
"Aluminio Vidrio Templado";"vitemplado@hotmail.com";"Tel: (57) (5) 3753667";"Cr15 27 C-58 Barranquilla, Colombia";"Abarrotes"
"ABARROTES E INVERSIONES MARTINEZ";"guillermomartinez1@hotmail.com";"Tel: (57) (4) 2853365";"Cl 85 48-01 B-13 L-30 Medellín, Colombia";"Abarrotes"
"DEPOSITO JAVIER SOLARTE";"deposolarte3@hotmail.com";"Tel: (57) (2) 8382901";"Cr4 7-45 Popayán, Colombia";"Abarrotes"
"Arrendamientos San Cristóbal Ltda.";"sancristobalplaza@gmail.com";"Tel: (57) (4) 4270346";"Cl 63 129 A-70 San Cristóbal Medellín, Colombia";"Abarrotes"
"SUPERMERCADO MERCAR";"mercarss@hotmail.com";"Tel: (57) (2) 8330022";"Cr9 A 63 N-106 Bellavista Popayán, Colombia";"Abarrotes"
"ALMACEN EL GRANO DE ORO";"elgranodeoro@gmail.com";"Tel: (57) (1) 3428066";"Cl 11 17-18 Int 6 Bogotá, Colombia";"Abarrotes"
"SUPER TIENDA J. Y.";"yoobenymotta@gmail.com";"Cel.: (57) 3138928932";"Cr5 Este 14-58 Brr. San Andres Pitalito, Colombia";"Abarrotes"
"El Mercado Rionegro";"elmercadoltda@yahoo.es";"Tel: (57) (4) 5319229";"Cl 38 59-156 Medellín, Colombia";"Abarrotes"
"Granero Dinastía";"cesarherrera@gmail.com";"Tel: (57) (2) 3359389";"Cl 23 29 A-06 Cali, Colombia";"Abarrotes"
"Distriya Ltda.";"rsinisterra@distriya.com";"Tel: (57) (2) 4358267";"Vía Candelaria Km 1.5 Cond Industrial La Nubia Bdg 26 Cali, Colombia";"Abarrotes"
"Aluminio Vidrio Templado";"vitemplado@hotmail.com";"Tel: (57) (5) 3753667";"Cr15 27 C-58 Barranquilla, Colombia";"Abarrotes"
"Super tiendas taiwan";"taiwansystem@hotmail.com";"Cel.: (57) 3176581954";"Sanandresito La Isla P 1 L D 05 Bucaramanga, Colombia";"Abarrotes"
"Caribe Supermercado";"caribe_sa@caribesupermercados.co";"Tel: (57) (2) 5161337";"Cr7 10-48 Jamundí, Colombia";"Abarrotes"
"Agencia El Campesino";"agenciaelcampesion@gmail.com";"Tel: (57) (4) 8608029";"Cl 30 30-40 Santa Rosa de Osos, Colombia";"Abarrotes"
"Depósito La Mina";"";"Tel: (57) (5) 3446033";"Cr43 9-03 L-1-2 Barranquilla, Colombia";"Abarrotes"
"Deposito La Economía";"";"Tel: (57) (8) 8709511";"Mercaneiva Zona de Descargue L-24 Neiva, Colombia";"Abarrotes"
"Oasis N-2";"";"Tel: (57) (5) 5840685";"Manz 13 Cs14 Urb La Castellana Valledupar, Colombia";"Abarrotes"
"Granero La Fuente";"";"Tel: (57) (5) 4216095";"Cr9 12-33 Santa Marta, Colombia";"Abarrotes"
"Distribuciones Ortega Reyes E.U.";"";"Cel.: (57) 3012430989";"Cr48 N 22-44 San Jacinto, Colombia";"Abarrotes"
"Inversiones Alnove S.A.S.";"";"Cel.: (57) 3016285576";"Clle 26 25-78 Ap 2 Cartagena, Colombia";"Abarrotes"
"Vila Santa S.A.S.";"";"Cel.: (57) 3008970486";"Cr86 49 Dd-115 Int. 307 Medellín, Colombia";"Abarrotes"
"Comercializadora Velamar S.A.S";"";"Tel: (57) (4) 5121671";"Cr51 Cll 56-66 Medellín, Colombia";"Abarrotes"
