"TODOPAPEL CA";"";"Tel: (58) (295) 2638321";"Cl. Fermin C/Av 4 De Mayo Porlamar, Venezuela";"Papeles, Imprenta Y Editorial"
"MAGRAPHI IMPRESORES C.A";"";"Tel: (58) (212) 5413032";"Pelaez A Alcabala No 59 Santa Rosalia Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS GARATE C.A";"";"Tel: (58) (243) 8242738";"Av.Bolivar Norte cc Galeria Los Sauces Local H Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFIMER";"";"Tel: (58) (212) 2344746";"cl.12 E/Avs. 8 y 9 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"DISTRIBUIDORA LIBRERÍA Y PAPELERÍA LOS ALPES SRL";"";"Tel: (58) (276) 3471181";"La Concordia San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"RECUPERADORA 31 - 35, C.A.";"";"Tel: (58) (212) 3230179";"Fte. Editorial Impacto Zona Ind. L Cerritos Los Teques Los Teques, Venezuela";"Papeles, Imprenta Y Editorial"
"COPY CENTER, C.A.";"";"Tel: (58) (286) 9529508";"C.C. Gran Sabana Ciudad Guayana Puerto Ordaz, Venezuela";"Papeles, Imprenta Y Editorial"
"TRATAMIENTOS ESPECIALES DEL PAPEL S.A.";"";"Tel: (58) (245) 4415087";"Carrera 6 Entre Calles 1 Y 4, Parcela 142 Y 143 Zona Industrial II Guacará, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTOLITO VILLAR S.R.L";"";"Tel: (58) (212) 4624982";"Cll El Matadero San Martín Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"COREMPACK C.A";"";"Tel: (58) (212) 5324472";"Cl Zona Ind Del Este, Filas De Mariche Filas de Mariche, Venezuela";"Papeles, Imprenta Y Editorial"
"LITO - PRISBOR, C.A.";"";"Tel: (58) (212) 8617524";"La Pastora - Caracas Pb, La Pastora Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"UNIVERSO GRÁFICO S.R.L";"";"Telefax: (58) (271) 2253450";"El Milagro, Parroquia Jesús Obrero, Nivel Sotano Valera, Venezuela";"Papeles, Imprenta Y Editorial"
"PLASTIMAR C.A.";"";"Tel: (58) (243) 5515531";"Calle El Canal Sur, Zona Industrial La Hamaca a 100 Mts de Quideco, en la Av Anton Phillips Maracay, Estado Aragua Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA SELECTA";"";"Tel: (58) (274) 2637104";"Av Urdaneta Mérida, Venezuela";"Papeles, Imprenta Y Editorial"
"DISTRIBUIDORA AMR";"";"Tel: (58) (212) 2392481";"Los Dos Caminos Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"AMERICANA DE PAPELES,C.A.";"";"Tel: (58) (243) 2420445";"La arboleda-Maracay Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA IBÉRICA";"";"Tel: (58) (274) 2528374";"Cl 30 Mérida, Venezuela";"Papeles, Imprenta Y Editorial"
"PAPELERÍA THE COPY CENTER CA";"";"Tel: (58) (261) 7622849";"San Francisco Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"PUNTO MÁGICO";"";"Tel: (58) (261) 7520037";"Cll 71 con Av 10 Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"ICONGRAPH L.B C.A.";"";"Tel: (58) (291) 6412268";"Cl 10 Antg Simên Rodriguez, Centro Maturín, Venezuela";"Papeles, Imprenta Y Editorial"
"COPIADORA ARAURE C.A.";"";"Tel: (58) (212) 7618266";"Sabana Grande Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"TECNIPAPAEL OFFICE C.A";"";"Tel: (58) (243) 2321369";"CI Sucre Calicanto Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"GERCEY C.A";"";"Tel: (58) (241) 8593410";"San Blas Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFICA MARIÑO";"";"Tel: (58) (243) 3262089";"Av. Principal San Jose Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"FLEXIPLAST C.A.";"";"Telefax: (58) (241) 8252463";"Planta: Centro Boulevard CAstillito. Av Interurbana San Diego,Galpón EBG-7.Valencia -Edo-Carabobo Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"COPI PLANOS, C.A.";"";"Tel: (58) (241) 8575240";"Valencia Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"LITHO ARTE, C.A.";"";"Tel: (58) (276) 3430982";"Carrera 3 Con Calle 16 Nú 16-21 La Ermita San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"REPRESENTACIONES PONCE";"";"Tel: (58) (212) 2841938";"Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PLASTISEÑALES C.A.";"";"Telefax: (58) (212) 2382959";"1era. Av. De Montecristo, Entre 4ta Y 5ta Transversales Qta. Coromotana, No. 30, Urb, Montecristo Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"KRATO, C.A";"";"Tel: (58) (212) 2427020";"Cl 1, Terrazas Del Avila Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ZOOM";"";"Tel: (58) (254) 2314718";"San Felipe San Felipe, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTO POPULAR";"";"Tel: (58) (241) 8350339";"Av. Bolívar Nte, Camoruco Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"RIVERTEC, S A";"";"Tel: (58) (212) 9634411";"Cl Sur, La Lagunita Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTO PIMIENTA, C.A.";"";"Tel: (58) (242) 3615835";"Calle Valencia Puerto Cabello, Venezuela";"Papeles, Imprenta Y Editorial"
"TIPOGRAFIA CARABOBO";"";"Tel: (58) (241) 8641222";"Av. Michelena Zona Ind Carabobo Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA Y PAPELERIA 2000 HOJAS, C.A.";"";"Tel: (58) (291) 6412913";"Av. Bolivar Maturín, Venezuela";"Papeles, Imprenta Y Editorial"
"COUTTENYE & CO., S.A.";"";"Tel: (58) (212) 3728222";"Carrt.Panamericana, Km.14, Las Minas, Edo. Miranda San Antonio De Los Altos, Venezuela";"Papeles, Imprenta Y Editorial"
"REPRESENTACIONES RENA 2001, C.A.";"";"Tel: (58) (212) 3728882";"Av. Los Andes, San Antonio - Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GRADO CENTER SIGLO XXI C.A.";"";"Tel: (58) (212) 8602984";"Altagracia Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LITOGRAFIA Y TIPOGRAFIA IDEALES, S.R.L.";"";"Tel: (58) (291) 6429616";"A Dos Cuadras Plaza Bolivar Calle 15, Antigua Sucre Maturín, Venezuela";"Papeles, Imprenta Y Editorial"
"FACE SA";"";"Tel: (58) (261) 7592344";"5 de Julio Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESSO";"";"Tel: (58) (261) 7545897";"Los Olivos Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y PAPELERÍA SUCRE,C.A.";"";"Tel: (58) (265) 6622734";"Bolivar Ciudad Ojeda, Venezuela";"Papeles, Imprenta Y Editorial"
"GRÁFICAS PORLAMAR C.A";"";"Telefax: (58) (212) 7315641";"La Florida Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"CODIBAR";"";"Tel: (58) (212) 5777078";"Esq. Avilanes, La Candelaria Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA Y PAPELERIA CHOPPING C.A";"";"Tel: (58) (241) 8225851";"Prebo Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"RECICLAJES ANA TERESA";"";"Tel: (58) (212) 8085053";"Valles Del Tuy Santa Lucia Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBROS Y TEXTOS CA";"";"Tel: (58) (261) 7212646";"Panorama Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"EDICIONES FLORILEGIO";"";"Tel: (58) (212) 9870261";"El Cafetal Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"STS PRINT C.A";"";"Tel: (58) (212) 2325067";"Av. Fco De Miranda Boleita Sur Centro Industrial Tocome Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS ALERIWIL C.A";"";"Tel: (58) (212) 8612951";"Av. Urdaneta La Pastora Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFIFORCA IMPRESOS GRAFICOS Y FORMAS C.A.";"";"Tel: (58) (261) 7886306";"Circunvalacion N.2 Av 59 99A-70 Barrio Simon Bolivar Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"PAPELES BARQUISIMETO C.A.";"";"Tel: (58) (251) 4461453";"Carrera 19 entre 49 y 50, C.C. Venrol. local B-2 Barquisimeto, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y PAPELERÍA PREMIER'S";"";"Tel: (58) (212) 3961065";"Av Eluterio Chacón Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFI SELLO JD, C.A.";"";"Tel: (58) (212) 4460964";"Cr22, Esquina Calle 35-Btqo Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFIGALA C.A";"";"Tel: (58) (212) 5779875";"Cl. Tracabordo La Candelaria Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA LA SABATINA, S.R.L.";"";"Tel: (58) (285) 6513375";"Calle Colên, Edif. Azul, P.B. Ciudad Bolivar, Venezuela";"Papeles, Imprenta Y Editorial"
"REPRESENTACION GADEZ 2000, C.A";"";"Tel: (58) (212) 8084591";"Av San Martin C.C San Martin Nv 1, Loc 10-07 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"MULTI INVERSIONES KOLORAMA";"";"Tel: (58) (273) 5332549";"Av Sucre, Centro Barinas, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTO ESTUDIO OSCAMARA, S.R.L.";"";"Tel: (58) (251) 2529276";"Av. 20 Barquisimeto, Venezuela";"Papeles, Imprenta Y Editorial"
"INDUSTRIAS GIAN S.R.L.";"";"Tel: (58) (212) 2375128";"Av. B, Edif. París Sótano 2-3, La Carlota Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS AMAZONAS, C.A.";"";"Tel: (58) (248) 5211278";"Puerto Orinoco Av. Ayacucho Puerto Ayacucho, Venezuela";"Papeles, Imprenta Y Editorial"
"CELOTEIPE";"";"Tel: (58) (212) 2412229";"La Urbina Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"MULTIMEDIOS STAR, C.A.";"";"Tel: (58) (212) 9938557";"Cl. parís con New York - Las Mercedes Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ETIVEN II, C.A.";"";"Telefax: (58) (212) 7534855";"Av Ppal Colinas De Bello Monte Centro Roraima P. 2 Ofc. 2-A Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PROVEEDURÍA PALAIMA";"";"Tel: (58) (261) 8083148";"C. Comercial Palaima Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIAS LATINA";"";"Telefax: (58) (285) 9233370";"Carrera Upata- C.C. Falcên Pto. Ordaz- Edo. Bolivar Ciudad Bolivar, Venezuela";"Papeles, Imprenta Y Editorial"
"ETNIGRAFIC, C.A.";"";"Tel: (58) (212) 9852292";"Circunvalación del Sol El Cafetal Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA CRISOL CA";"";"Tel: (58) (261) 7213801";"Las Pulgas Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"LA ESCOLAR, S.R.L.";"";"Telefax: (58) (283) 2354578";"Cl Guayana El Tigrito, Venezuela";"Papeles, Imprenta Y Editorial"
"D©VINNI AGENDAS";"";"Tel: (58) (212) 2443989";"Cl6, Edif Segre II, Piso 2, Urb. Industrial La Urbina Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GUERRERO'S ESTUDIOS FOTOGRAFICOS, C.A.";"";"Tel: (58) (212) 7615825";"Detras D Polin Stgo De Leon Sabana Grande Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"DISCOVERY COPY I C.A.";"";"Tel: (58) (212) 3711648";"Av Perimetral, Los Castores Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTO FRANZ";"";"Tel: (58) (285) 2620058";"Jorge Coll y la Redoma Ciudad Bolivar, Venezuela";"Papeles, Imprenta Y Editorial"
"DAFOINCA C.A DATA FROM INDUSTRIAL";"";"Tel: (58) (241) 8714986";"Zona Ind Castillito Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"INDUSTRIAS GRÁFICAS A B C DE VENEZUELA C.A.";"";"Tel: (58) (212) 2416528";"Cl 6 Con Cl 9, Edif Fono, Pb Urbanización Industrial La Urbina Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFICAS FORCONTI C.A.";"";"Tel: (58) (212) 9445802";"Cl. San Rafael, Zona Ind. L Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PELERIA CREYON, C.A.";"";"Tel: (58) (286) 9223605";"Av Monseñor Zabaleta, Castillito Ciudad Guayana Puerto Ordaz, Venezuela";"Papeles, Imprenta Y Editorial"
"CORPORACIÓN LIBRERÍA SELECTA C.A.";"";"Tel: (58) (274) 2637104";"Av. Urdaneta Mérida, Venezuela";"Papeles, Imprenta Y Editorial"
"FOTO CELTA, S.R.L.";"";"Tel: (58) (286) 9313002";"Av.Dalla Cost,Dalla Costa Ciudad Guayana San Félix, Venezuela";"Papeles, Imprenta Y Editorial"
"CARLE IMPRESOS";"";"Tel: (58) (244) 3954307";"CI. Hugo Oliveros los Merengotos Cagua, Venezuela";"Papeles, Imprenta Y Editorial"
"SUPLY GRAFICA, C.A.";"";"Tel: (58) (276) 3566921";"Carrera 20, E/cls 9 Y 10 Barrio Obrero San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"INDUSTRIAS M.P, C.A.";"";"Telefax: (58) (239) 2229562";"San Francisco De Yare San Francisco de Yare , Venezuela";"Papeles, Imprenta Y Editorial"
"TIPOGRAFIA Y LITOGRAFIA ISLACOPY, C.A.";"";"Tel: (58) (295) 2632889";"Entre S. Nicolas y VelÈsquez Porlamar, Venezuela";"Papeles, Imprenta Y Editorial"
"FOLIOS C.A";"";"Tel: (58) (241) 8432542";"El Trigal Norte, Valencia Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"GRAFICAS JL C.A.";"";"Tel: (58) (274) 2529874";"Sector el Espejo E7 Calles 20 y 21 N. 21-31 Local 1 Mérida, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y PAPELERÍA EL ESTUDIANTE";"";"Tel: (58) (212) 2221987";"Av 4 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PRIMAFLEX C.A.";"";"Tel: (58) (241) 8572114";"Avenida Boyacá No 109-58 -Valencia Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y PAPELERÍA CENTRO DEL LIBRO";"";"Tel: (58) (276) 3432093";"Calle 6c Av. 7ma. Edif. Partenón SS-1 San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"PABLOPAPELES, C.A.";"";"Tel: (58) (286) 9625532";"C.C.C. Alta Vista, 1er. Nivel Ciudad Guayana Puerto Ordaz, Venezuela";"Papeles, Imprenta Y Editorial"
"GLOBAL EDICIONES S.A.";"";"Tel: (58) (212) 7510479";"Cl Chama Qta Susana, Colinas De Bello Monte Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"TARJETERÍA Y TIPOGRAFÍA LA PELUSA LARA";"";"Tel: (58) (212) 2331204";"carrera 21 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LA CASA DEL PRECINTO, C.A.";"";"Tel: (58) (212) 2396969";"Cl. Capitolio, Edi.f Alpha, Local. 4, Boleita Sur, Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA NOCTUA, C.A";"";"Tel: (58) (212) 2856677";"Centro Plaza Niv 4, Loc 51 Los Palos Grandes Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRELUX C.A";"";"Tel: (58) (212) 6314233";"Cl. Prig L Higuerotes El Cementerio Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ALTA RESOLUCIÓN C.A";"";"Tel: (58) (212) 2371422";"Av. Principal Los Cortijos De Lourdes Edif. Industrial Los Hermanos PB-2 Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"SOL - CARS ACCESORIOS, C.A.";"";"Tel: (58) (251) 4461771";"Av. Venezuela entre calles 40 y 41 Barquisimeto, Venezuela";"Papeles, Imprenta Y Editorial"
"CORPORACION SOINCOPY C.A.";"";"Tel: (58) (212) 4712038";"Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"INVERSIONES PANAFOT C.A.";"";"Tel: (58) (212) 2860274";"El Parque Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"CA VENEZOLANA DE GUIAS CAVEGUIAS";"";"Tel: (58) (212) 5274842";"2da. Avda. Con 3ra.Transversal Edif. Cortijos III, P.B. Ala Larga Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"FILTROS MR. COFFEE";"";"Tel: (58) (212) 5322926";"Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LA CAPITAL C.A TIPOGRAFÍA Y LITOGRAFÍA";"";"Tel: (58) (212) 8642928";"Cl. San Andres La Pastora Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS GRAFIKOLOR C.A";"";"Tel: (58) (212) 2581436";"Cl. Milán Edf. Canaca Nivel Sótano Los Ruices Sur Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ARANKA IMPRESORES C.A";"";"Tel: (58) (212) 5511162";"Pueblo Nuevo A San Felipe Edif. Misia Julia Local 1 La Candelaria Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"INDUSTRIAS MEPROPLAS, C.A.";"";"Tel: (58) (243) 2359732";"Zona Ind. San Jacinto Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"REPRESENTACIONES TOPACIOGRAF";"";"Tel: (58) (212) 2561351";"Cl Terepaima, El Llanito Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"OK FOTOS 21, C.A.";"";"Tel: (58) (212) 2670824";"Centro San Ignacio Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"CHEMSET, C.A.";"";"Tel: (58) (212) 9853036";"Av. Cv del Sol, Qta. Los MarquÉs, Santa Paula Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"EL MAPACHE DE PAPEL";"";"Tel: (58) (295) 2639831";"Av.4 de Mayo, entre Banco Caroní y Banco Industrial, Edf San Valentin P.B Porlamar, Venezuela";"Papeles, Imprenta Y Editorial"
"PAPELERIA LA ESFERA";"";"Telefax: (58) (212) 2348824";"Primera.Tr. De Montecristo,Edif.La Esfera Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ROLLOS MIRANDA, C.A.";"";"Telefax: (58) (212) 5529621";"Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"COPY COPIAS S.R.L";"";"Telefax: (58) (212) 26758";"Av. Libertador Edif Pacarigua Fte. A Exa Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"TIPOGRAFIA Y LITOGRAFIA FOTOLITO RODRIGUEZ & TUDARES CA";"";"Tel: (58) (261) 7158606";"Calle 95 6-48 Paseo Ciencias Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"CASA DEL MULTIGRAFO C.A";"";"Tel: (58) (243) 2344950";"Cl Guarico, San Ignacio Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"PUBLILAR, C.A.";"";"Tel: (58) (261) 7911327";"Entre Don Bosco Y La Lago Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y PAPELERÍA VARIEDADES VELAR S.A.";"";"Tel: (58) (276) 3473356";"Cr 9 No 4-80 Bis La Concordia San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"GRUPO ANARY©S C.A.";"";"Tel: (58) (212) 3735191";"CC San Antonio P.B. L F Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"ATENEO DE BOCONO";"";"Tel: (58) (272) 6521131";"El Recodo Boconó, Venezuela";"Papeles, Imprenta Y Editorial"
"MULTY COPY C.A";"";"Tel: (58) (241) 8245395";"Prebo, Valencia Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"REPRESENTACIONES FIOCCO";"";"Tel: (58) (241) 8433562";"Av. Ppal Mañongo Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"COPIAS REPRO C.A";"";"Tel: (58) (241) 8214580";"Cl 123 Santa Cecilia Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESION LITOGRÁFICA, C.A.";"";"Tel: (58) (212) 2313097";"Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA OJEDA";"";"Tel: (58) (265) 6624341";"Plaza Bolivar Ciudad Ojeda, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA Y NOVEDADES EL VARILLAL CA";"";"Tel: (58) (261) 7863583";"Sabaneta Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"RESINAS,C.A.";"";"Tel: (58) (244) 8780212";"C.P.I. El Recreo P.B. Galpón No. 10 Z I El Recreo La Victoria, Venezuela";"Papeles, Imprenta Y Editorial"
"EDICIONES NIEBLA C.A.";"";"Tel: (58) (212) 9772267";"Prados Del Este Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"EDITORIAL BINEV C.A";"";"Tel: (58) (212) 2398711";"Cl. Bernardette Edf. Pond's Urb Los Cortijos De Lourdes Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"SUMIPAI, C.A.";"";"Tel: (58) (212) 2581083";"Guatire Guatire, Venezuela";"Papeles, Imprenta Y Editorial"
"CARACAS PRINT";"";"Telefax: (58) (212) 7615273";"1ra. Transv. de Bello Monte, Sector Sabana Grande, Qta. Sta. Ana, Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA Y PAPELERIA NORELL , C.A";"";"Tel: (58) (212) 3734530";"El Pueblo Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IDEAS DEL GUARINCO,C.A.";"";"Tel: (58) (246) 4313268";"2da Avenida,Zona Industrial San Juan de Los Morros, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA Y PAPELERIA BLANCOS 2004, C.A";"";"Tel: (58) (212) 2121193";"CL J Maria Carreño Cua Marin Cua, Venezuela";"Papeles, Imprenta Y Editorial"
"DISTRIBUIDORA DRIVIERCA,C.A.";"";"Tel: (58) (251) 2513133";"Cl 6 E/cr19-20 Barquisimeto, Venezuela";"Papeles, Imprenta Y Editorial"
"LE MARION ARTES Y DISEÑOS C.A";"";"Telefax: (58) (212) 3721610";"C.C San Antonio Plaza Loc 23 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS NCS C.A";"";"Tel: (58) (212) 9446477";"Cl. La Pradera Baruta Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PROVEEDURÍA MÉRIDA CA";"";"Tel: (58) (274) 2216002";"Av Bolivar Ejido, Venezuela";"Papeles, Imprenta Y Editorial"
"TECNOPRINT 2090 C.A";"";"Tel: (58) (212) 9537745";"C.C Chacaito Nivel Solitario Local 12 Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LITOGRAFICAS BENCARDINO C.A";"";"Tel: (58) (275) 8814363";"San Isidro El Vigía, Venezuela";"Papeles, Imprenta Y Editorial"
"CARTONERA EL POZO, C.A.";"";"Tel: (58) (212) 5737787";"Cjón. Sánchez, Santa Rosa Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LITOGRAFIA LITO LILA, C.A.";"";"Tel: (58) (276) 3565972";"Calle D, Galpon Lito Lila Zona Ind Paramillo San Cristóbal, Venezuela";"Papeles, Imprenta Y Editorial"
"PROVEEDURÍA SAN ANTONIO";"";"Tel: (58) (276) 7712569";"1ro de Mayo San Antonio del Táchira, Venezuela";"Papeles, Imprenta Y Editorial"
"CENTRO GRAFICO PONTEVEDRA, C.A.";"";"Telefax: (58) (295) 2742457";"Calle Real De Conejeros Porlamar Isla Margarita Porlamar, Venezuela";"Papeles, Imprenta Y Editorial"
"CORPORACIÓN DHARMA";"";"Tel: (58) (212) 9937866";"Cl. Veracruz con Cali, Torre Aba Piso 6 Of. 6-B Las Mercedes Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"COPIADORA EL EXITO C.A.";"";"Telefax: (58) (212) 6933755";"Santa Monica Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÙA Y PAPELERÙA HORIZONTE, S.R.L.";"";"Tel: (58) (281) 2863605";"C.C. Vista Mar, Loc.16 Puerto de  la Cruz, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA EUROPA";"";"Tel: (58) (261) 7211643";"6 Maracaibo, Venezuela";"Papeles, Imprenta Y Editorial"
"DISPAQ C.A.";"";"Tel: (58) (241) 3957111";"Calle Sucre entre Boyacá y Ayacucho C.C. Plaza Local 1-B, Cagua Edo. Arag ua Valencia, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRE IMAGEN 3000";"";"Tel: (58) (212) 8327619";"Esq. Salas A Altagracia Edf. Luisa Diag Al Banco Central De Vzla Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"CENTRO PROFESIONAL DE ENCUADERNACIÓN CPE";"";"Tel: (58) (281) 2861745";"Av. Intercomunal, Sector Las Garzas C.C.OS Center Planta Baja Lecherías, Venezuela";"Papeles, Imprenta Y Editorial"
"TIPOGRAFÍA Y LITOGRAFÍA COMERCIAL CA";"";"Tel: (58) (269) 2458287";"Entre Cl Mariño y Garcés, Punto Fijo Av Ecuador #82-54 Punto Fijo, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERIA ORDAZ, C.A.";"";"Tel: (58) (286) 9236662";"Ct. VÙa Caracas Ciudad Guayana Puerto Ordaz, Venezuela";"Papeles, Imprenta Y Editorial"
"LATINFOT, C.A.";"";"Tel: (58) (251) 2515787";"Carrera 23 Barquisimeto, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPERIO GRAFICO";"";"Tel: (58) (243) 2836520";"A. Universidad c/c.sendero Sur,No20 El Limon,Maracay-Edo.Aragua Maracay, Venezuela";"Papeles, Imprenta Y Editorial"
"IMPRESOS BIOPRINT C.A";"";"Tel: (58) (212) 7317854";"Av. Nivaldo La Florida Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"CMC COLOR COPY";"";"Tel: (58) (212) 9592398";"Ccct Nivel Pb L 43Am10, Chuao Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"MINIBAG C.A.";"";"Tel: (58) (212) 3833011";"Ct. Panamericana Km 21, Corralito Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"LIBRERÍA NUMEN";"";"Tel: (58) (274) 2527959";"23 y 24 Mérida, Venezuela";"Papeles, Imprenta Y Editorial"
"GUATIPRESS IMPRESORES C.A";"";"Tel: (58) (212) 3448718";"Cl. Concepcion Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
"PAPELERIA LATINA C.A";"";"Tel: (58) (212) 7937392";"Av Principal Maripérez Al Final Cl Zulia Entre Avs Libertador Y Andrés Bello, Caracas Caracas, Venezuela";"Papeles, Imprenta Y Editorial"
