id,Precio Nuevo
019-0608-00,2187
019-0608-01,2187
019-0608-04,2473
019-0608-05,2473
019-0609-00,513
019-0609-01,513
019-0610-00,3022
019-0610-01,3022
019-0610-02,2950
019-0610-03,2950
019-0610-06,5426
019-0610-07,7173
019-0611-00,879
019-0611-01,879
019-0611-02,924
019-0611-03,924
019-0611-04,808
019-0611-05,808
019-0611-06,844
019-0611-07,844
019-0611-08,1357
019-0611-09,1357
019-0611-14,926
019-0611-15,926
019-0611-16,926
019-0613-00,713
019-0613-01,713
019-0613-03,775
019-0614-00,446
019-0614-01,446
019-0614-02,487
019-0614-03,487
019-0614-04,710
019-0614-05,710
019-0614-13,630
019-0614-15,589
019-0614-16,1112
019-0614-19,723
019-0614-20,1241
019-0614-21,1241
019-0614-22,1308
019-0614-23,1308
019-0614-24,415
019-0614-28,1134
019-0614-29,1134
019-0614-30,3410
019-0614-32,1325
019-0614-33,1303
019-0615-00,630
019-0615-01,630
019-0615-02,475
019-0615-03,475
019-0615-04,264
019-0615-06,2058
019-0615-07,2058
019-0615-12,4711
019-0615-13,4711
019-0615-14,5485
019-0615-15,5485
019-0616-00,1455
019-0616-01,1455
019-0616-06,2901
019-0616-07,2901
019-0616-08,5129
019-0616-09,4519
019-0616-12,3148
019-0616-13,3148
019-0616-16,2562
019-0616-17,2562
019-0617-00,1271
019-0617-01,1271
019-0617-02,1067
019-0617-03,1067
019-0617-04,2035
019-0617-07,1381
019-0617-10,1116
019-0617-12,1102
019-0617-13,1102
019-0617-14,1116
019-0617-15,1116
019-0617-16,1165
019-0617-17,1165
019-0617-18,6415
019-0617-19,6415
019-0618-00,1292
019-0618-01,1292
019-0618-06,1160
019-0618-07,1160
019-0620-00,844
019-0620-01,844
019-0620-02,1120
019-0620-03,1120
019-0620-04,5738
019-0620-05,4761
019-0621-00,879
019-0621-01,879
019-0621-02,1660
019-0621-03,1660
019-0621-06,803
019-0622-00,2584
019-0622-01,2584
019-0623-00,991
019-0623-01,991
019-0623-02,1455
019-0623-03,1455
019-0623-06,910
019-0623-08,1616
019-0623-09,1616
019-0625-00,1888
019-0625-01,1888
019-0625-02,1809
019-0625-03,1809
019-0626-00,1826
019-0626-01,1826
019-0626-06,13693
019-0626-07,13150
019-0626-08,6329
019-0626-09,6329
019-0627-00,1214
019-0628-00,1214
019-0628-01,1214
019-0629-00,612
019-0629-01,612
019-0629-02,737
019-0629-03,737
019-0629-04,775
019-0629-05,775
019-0629-10,737
019-0630-00,1022
019-0630-01,1022
019-0630-02,1281
019-0630-03,1281
019-0630-06,2248
019-0630-07,2248
019-0630-14,2740
019-0630-15,2740
019-0630-18,4007
019-0630-19,4007
019-0630-20,4192
019-0630-21,4192
019-0630-24,6341
019-0630-25,6341
019-0631-00,2022
019-0631-01,2022
019-0632-00,4275
019-0632-01,4275
019-0633-00,1165
019-0633-01,1165
019-0633-06,7834
019-0633-07,7834
019-0635-00,1068
019-0635-01,1068
019-0635-02,1271
019-0635-03,1271
019-0635-06,1500
019-0635-07,1500
019-0635-10,1198
019-0637-00,3108
019-0637-02,1379
019-0637-03,1379
019-0637-06,3316
019-0637-07,3316
019-0637-14,4181
019-0637-15,4181
019-0637-16,6479
019-0637-17,6479
019-0638-01,1123
019-0639-06,13784
019-0639-07,16175
019-0639-08,5130
019-0639-09,5130
019-0640-02,1579
019-0640-03,1579
019-0642-00,2076
019-0642-01,2076
019-0643-00,1214
019-0643-01,1214
019-0645-00,7913
019-0645-01,7478
019-0645-02,6694
019-0645-03,6694
019-0645-04,2246
019-0645-05,2246
019-0645-06,1799
019-0645-07,1799
019-0645-08,1742
019-0645-09,1742
019-0646-00,1602
019-0646-01,1602
019-0646-02,1602
019-0646-03,1602
019-0646-04,1660
019-0646-05,1660
019-0646-06,1567
019-0646-07,1567
019-0647-00,1826
019-0647-01,1826
019-0647-04,3754
019-0647-05,3754
019-0648-00,2901
019-0648-01,2901
019-0648-03,3017
019-0649-00,1897
019-0649-01,1897
019-0649-02,2114
019-0649-03,2114
019-0649-08,2377
019-0649-09,2377
019-0649-10,2468
019-0649-11,2468
019-0649-12,2468
019-0649-13,2468
019-0649-14,2258
019-0649-15,2258
019-0649-16,2377
019-0649-17,2377
019-0650-00,1067
019-0650-01,1067
019-0651-00,2656
019-0651-01,2656
019-0651-03,2731
019-0652-00,1370
019-0652-01,1370
019-0652-04,2734
019-0652-05,2734
019-0656-01,1312
019-0656-02,1461
019-0656-03,1461
019-0657-01,1005
019-0657-02,770
019-0657-03,770
019-0657-06,850
019-0658-00,1160
019-0658-01,1160
019-0659-00,1674
019-0659-01,1674
019-0663-02,3990
019-0663-03,3990
019-0663-04,4365
019-0663-05,4365
019-0663-06,10660
019-0663-07,11438
019-0664-00,4177
019-0664-01,4177
019-0665-00,1629
019-0665-01,1629
019-0665-04,9136
019-0665-05,9704
019-0665-08,9229
019-0665-09,9801
019-0666-00,2008
019-0666-01,2008
019-0666-08,1794
019-0666-09,1794
019-0666-10,6233
019-0666-11,5994
019-0666-14,30294
019-0666-15,34732
019-0669-00,3054
019-0669-02,3439
019-0670-00,2071
019-0670-01,2071
019-0670-02,2392
019-0670-03,2392
019-0670-04,1727
019-0670-05,1727
019-0670-06,9483
019-0670-07,9483
019-0670-08,8462
019-0670-09,8462
019-0670-10,1973
019-0670-11,1973
019-0670-12,1879
019-0670-13,1879
019-0679-02,6931
019-0679-03,16731
019-0679-04,3142
019-0679-05,3142
019-0701-00,2531
019-0701-01,2531
019-0701-04,5334
019-0701-05,5334
019-0702-00,2111
019-0702-01,2111
019-0702-02,2340
019-0702-03,2340
019-0703-00,510
019-0703-01,510
019-0703-02,1176
019-0703-03,1176
019-0703-04,737
019-0703-05,737
019-0703-06,1281
019-0703-07,1281
019-0703-12,737
019-0704-00,2109
019-0704-01,2109
019-0704-03,1567
019-0704-06,2209
019-0704-07,2209
019-0705-00,1574
019-0705-01,1574
019-0705-02,775
019-0705-03,775
019-0705-04,1160
019-0705-05,1160
019-0705-06,1068
019-0705-07,1068
019-0707-00,1567
019-0707-02,576
019-0707-03,576
019-0707-04,897
019-0707-05,897
019-0710-00,3054
019-0710-01,3054
019-0711-00,2572
019-0711-01,2572
019-0711-04,3017
019-0711-05,3017
019-0711-06,2603
019-0711-07,2603
019-0712-00,1531
019-0712-01,1531
019-0712-02,2004
019-0712-03,2004
019-0712-06,1159
019-0714-00,420
019-0714-01,420
019-0714-04,442
019-0714-05,442
019-0715-00,469
019-0715-01,469
019-0715-02,621
019-0715-03,621
019-0716-04,2218
019-0716-05,2218
019-0716-06,6396
019-0716-07,6396
019-0718-00,1826
019-0718-01,1826
019-0718-02,1964
019-0718-03,1964
019-0719-00,3787
019-0719-01,3787
019-0720-00,2528
019-0720-01,2528
019-0720-04,4352
019-0720-05,4352
019-0720-06,5334
019-0720-07,5334
019-0723-00,4517
019-0723-01,4517
019-0723-02,4101
019-0723-03,4101
019-0723-04,4068
019-0723-05,4068
019-0901-00,737
019-0901-01,737
019-0901-02,844
019-0901-03,844
019-0901-04,955
019-0901-05,955
019-0901-12,709
019-0902-02,1335
019-0902-03,1335
019-0902-04,1423
019-0902-06,1388
019-0902-07,1388
019-0902-08,2178
019-0902-09,2178
019-0902-10,1281
019-0902-11,1281
019-0902-13,1388
019-0902-14,3678
019-0902-15,3678
019-0903-00,2004
019-0903-01,2004
019-0903-04,2178
019-0903-05,2178
019-0903-06,2178
019-0903-07,2178
019-0903-11,4200
019-0904-00,1567
019-0904-01,1567
019-0906-00,2111
019-0906-01,2111
019-0906-04,2901
019-0906-05,2901
019-0906-06,3173
019-0906-07,3173
019-0906-08,2433
019-0906-09,2433
019-0907-00,871
019-0907-01,871
019-0907-02,1312
019-0907-03,1312
019-0907-04,2133
019-0907-05,2133
019-0907-09,832
019-0907-11,2034
019-0907-14,2249
019-0907-15,2249
019-0907-16,2086
019-0907-17,2086
019-0908-00,2473
019-0908-01,2473
019-0908-02,2899
019-0908-03,2899
019-0908-06,2656
019-0908-07,2656
019-0908-12,4132
019-0908-13,4132
019-0908-14,4132
019-0908-15,4132
019-0908-16,6812
019-0908-17,6812
019-0908-18,6812
019-0908-19,6812
019-0910-04,1428
019-0910-05,1428
019-0910-07,1776
019-0910-08,1312
019-0910-09,1312
019-0910-10,404
019-0910-11,404
019-0910-14,2401
019-0910-15,2401
019-0910-16,2748
019-0910-17,2748
019-0911-00,2401
019-0911-02,2602
019-0911-03,2602
019-0911-04,2823
019-0911-05,2823
019-0912-00,737
019-0912-01,737
019-0912-02,1357
019-0912-03,1357
019-0912-04,1388
019-0912-05,1388
019-0912-06,1455
019-0912-07,1455
019-0912-08,1388
019-0912-09,1388
019-0912-14,817
019-0912-15,817
019-0912-23,1532
019-0913-04,2473
019-0913-05,2473
019-0913-06,2544
019-0913-07,2544
019-0914-02,2374
019-0914-03,2374
019-0916-00,772
019-0916-01,772
019-0916-02,1312
019-0916-03,1312
019-0916-05,580
019-0916-06,1602
019-0916-07,1602
019-0916-08,2258
019-0916-09,2258
019-0916-10,2156
019-0916-11,2156
019-0916-14,2473
019-0916-27,2283
019-0916-28,3897
019-0916-29,3897
019-0916-30,2058
019-0916-31,2058
019-0916-32,2772
019-0916-33,2772
019-0916-38,2020
019-0916-39,2020
019-0916-40,4087
019-0916-41,4087
019-0918-00,1103
019-0918-01,1103
019-0918-02,1237
019-0918-03,1237
019-0918-04,1138
019-0918-05,1138
019-0918-09,1160
019-0918-14,2187
019-0918-15,2187
019-0919-00,1312
019-0919-01,1312
019-0919-02,1281
019-0919-03,1281
019-0919-06,1357
019-0920-00,1112
019-0920-01,1112
019-0920-03,1033
019-0925-00,2745
019-0925-01,2745
019-0926-00,4430
019-0926-01,4430
019-0929-00,4352
019-0929-01,4352
019-0929-04,4677
019-0929-05,4677
019-0943-03,2395
019-0943-04,3773
019-0943-05,3773
019-1102-00,1379
019-1102-01,1379
019-1102-04,1453
019-1102-05,1453
019-1102-08,1971
019-1102-09,1971
019-1102-10,2035
019-1102-11,2035
019-1103-02,1785
019-1103-03,1785
019-1103-04,1763
019-1103-05,1763
019-1104-00,2437
019-1104-01,2437
019-1104-02,2528
019-1104-03,2528
019-1105-00,1241
019-1105-01,1241
019-1105-02,1383
019-1105-03,1383
019-1105-08,2544
019-1105-09,2544
019-1106-00,2602
019-1106-01,2602
019-1106-04,6060
019-1106-05,6060
019-1107-00,2102
019-1107-01,2102
019-1108-00,1955
019-1108-01,1955
019-1109-00,1826
019-1109-01,1826
019-1109-02,1955
019-1109-03,1955
019-1109-10,1923
019-1109-11,1923
019-1201-00,677
019-1201-01,677
019-1203-00,1522
019-1203-01,1522
019-1203-02,817
019-1203-05,777
019-1204-01,1237
019-1204-02,1165
019-1206-00,723
019-1206-01,723
019-1206-02,955
019-1206-03,955
019-1206-06,799
019-1207-00,630
019-1207-01,630
019-1207-04,2932
019-1207-05,2932
019-1208-02,1571
019-1208-03,1571
019-1208-04,1160
019-1208-05,1160
019-1208-08,1768
019-1208-09,1768
019-1208-10,1049
019-1208-11,1049
019-1208-14,1884
019-1208-15,1884
019-1208-18,2766
019-1208-19,2766
019-1209-00,1160
019-1209-01,1160
019-1209-02,1674
019-1209-03,1674
019-1209-16,2008
019-1209-17,2008
019-1209-20,3361
019-1209-21,3361
019-1209-22,4750
019-1209-23,4750
019-1210-00,808
019-1210-01,808
019-1210-02,1388
019-1210-03,1388
019-1210-04,1669
019-1210-05,1669
019-1210-06,478
019-1213-00,1790
019-1213-01,1790
019-1213-02,1857
019-1213-03,1857
019-1213-05,2187
019-1213-10,2118
019-1213-11,2118
019-1213-14,2267
019-1213-15,2267
019-1214-00,610
019-1214-01,610
019-1214-02,875
019-1214-03,875
019-1214-04,544
019-1214-05,544
019-1214-06,1067
019-1214-07,1067
019-1214-10,2071
019-1214-11,2071
019-1214-14,550
019-1214-20,2071
019-1214-21,2071
019-1214-24,3990
019-1214-25,3990
019-1214-26,4186
019-1214-27,4186
019-1215-00,1647
019-1215-01,1647
019-1215-04,926
019-1215-05,926
019-1215-06,674
019-1215-07,674
019-1215-08,1067
019-1215-09,1067
019-1215-24,3463
019-1215-25,3463
019-1215-26,3678
019-1215-27,3678
019-1216-00,3513
019-1216-01,3513
019-1217-00,1067
019-1217-01,1067
019-1217-02,1067
019-1217-03,1067
019-1217-06,996
019-1217-07,996
019-1217-10,1134
019-1217-11,1134
019-1217-14,1503
019-1217-15,1503
019-1217-18,1562
019-1217-19,1562
019-1217-26,2085
019-1217-27,2085
019-1217-28,2321
019-1217-29,2321
019-1217-30,2192
019-1217-31,2192
019-1217-32,2528
019-1217-33,2528
019-1217-34,2249
019-1217-35,2249
019-1217-37,2405
019-1217-38,2187
019-1217-39,2187
019-1217-40,3075
019-1217-41,3075
019-1217-42,3325
019-1217-43,3325
019-1217-44,2085
019-1217-45,2085
019-1218-00,2443
019-1218-01,2443
019-1219-00,1214
019-1219-01,1214
019-1219-02,1848
019-1219-03,1848
019-1219-04,1602
019-1219-05,1602
019-1219-06,1535
019-1219-07,1535
019-1219-08,1357
019-1219-09,1357
019-1219-10,1503
019-1219-12,2504
019-1219-13,2504
019-1219-17,1701
019-1219-19,1757
019-1219-22,2258
019-1219-23,2258
019-1219-24,2258
019-1219-25,2258
019-1219-28,2365
019-1219-29,2365
019-1219-30,3437
019-1219-31,3437
019-1219-37,2049
019-1219-40,3437
019-1219-41,3437
019-1219-44,2615
019-1219-45,2615
019-1219-46,2194
019-1219-47,2194
019-1219-48,3187
019-1219-49,3187
019-1219-50,3627
019-1219-51,3627
019-1220-00,2085
019-1220-02,2085
019-1220-03,2085
019-1221-02,2553
019-1221-03,2553
019-1221-06,3249
019-1221-07,3249
019-1221-08,3101
019-1221-10,3306
019-1221-11,3306
019-1223-00,737
019-1223-01,737
019-1223-02,817
019-1223-03,817
019-1223-04,752
019-1223-05,752
019-1223-06,1312
019-1223-07,1312
019-1223-18,844
019-1223-19,844
019-1224-00,2401
019-1224-01,2401
019-1225-00,1103
019-1225-01,1103
019-1225-04,1160
019-1225-05,1160
019-1226-00,1535
019-1226-01,1535
019-1226-04,3481
019-1226-05,3481
019-1227-00,1647
019-1227-01,1647
019-1228-00,701
019-1228-01,701
019-1228-02,630
019-1228-03,630
019-1228-04,1714
019-1228-05,1714
019-1228-06,924
019-1228-07,924
019-1228-08,1660
019-1228-09,1660
019-1228-10,1714
019-1228-11,1714
019-1228-26,2715
019-1228-27,2715
019-1228-30,3026
019-1228-31,3026
019-1228-32,1543
019-1228-33,1543
019-1228-36,10582
019-1228-37,10582
019-1228-38,5844
019-1228-39,5844
019-1229-00,1809
019-1229-01,1809
019-1229-02,1771
019-1229-03,1771
019-1230-00,558
019-1230-01,558
019-1230-02,687
019-1230-03,687
019-1230-04,808
019-1230-05,808
019-1230-08,1299
019-1230-10,1594
019-1230-11,1594
019-1230-20,1879
019-1230-21,1879
019-1230-22,2017
019-1230-23,2017
019-1230-24,2192
019-1230-25,2192
019-1230-26,2192
019-1230-27,2192
019-1230-28,2624
019-1230-29,2624
019-1231-00,1223
019-1231-01,1223
019-1231-02,1719
019-1231-03,1719
019-1231-04,1647
019-1231-05,1647
019-1231-07,1357
019-1231-08,1428
019-1231-10,1649
019-1231-15,1687
019-1231-17,1595
019-1232-00,866
019-1232-01,866
019-1232-03,1326
019-1232-07,2615
019-1232-08,844
019-1232-14,2821
019-1232-15,2821
019-1232-16,3811
019-1232-17,3811
019-1233-02,955
019-1233-08,1455
019-1233-10,955
019-1233-20,1357
019-1233-21,1357
019-1234-00,1165
019-1234-01,1165
019-1234-04,1312
019-1234-05,1312
019-1234-12,1799
019-1234-13,1799
019-1235-00,513
019-1235-01,513
019-1235-02,536
019-1235-03,536
019-1237-00,777
019-1237-01,777
019-1237-02,1388
019-1237-03,1388
019-1237-04,1388
019-1237-05,1388
019-1237-06,1428
019-1237-07,1428
019-1237-10,777
019-1238-00,1104
019-1238-01,1104
019-1239-00,1719
019-1239-04,482
019-1239-05,482
019-1239-06,1428
019-1239-07,1428
019-1239-08,1503
019-1239-09,1503
019-1241-00,1446
019-1241-01,1446
019-1241-02,1022
019-1241-03,1022
019-1241-06,3481
019-1241-07,3481
019-1242-00,2294
019-1242-01,2294
019-1242-05,2085
019-1242-08,3990
019-1242-09,3990
019-1245-00,2187
019-1245-01,2187
019-1245-04,3213
019-1245-05,3213
019-1245-06,4432
019-1245-07,4432
019-1245-08,4432
019-1245-09,4432
019-1254-14,1550
019-1254-15,1550
019-1301-00,1330
019-1301-01,1330
019-1301-02,1214
019-1301-03,1214
019-1301-04,1067
019-1301-05,1067
019-1301-06,1138
019-1301-07,1138
019-1301-08,1719
019-1301-09,1719
019-1301-10,1165
019-1301-11,1165
019-1301-12,1968
019-1301-13,1968
019-1301-16,1102
019-1301-19,1165
019-1301-26,3205
019-1301-27,3205
019-1301-28,3340
019-1301-29,3340
019-1301-32,3134
019-1301-34,3334
019-1301-35,3334
019-1301-38,7911
019-1301-39,7911
019-1302-00,1156
019-1302-01,1156
019-1302-02,1276
019-1302-03,1276
019-1302-04,1080
019-1302-05,1080
019-1302-06,1535
019-1302-07,1535
019-1302-08,1254
019-1302-09,1254
019-1302-10,790
019-1302-11,790
019-1302-12,2656
019-1302-13,2656
019-1302-14,1594
019-1302-15,1594
019-1302-28,1487
019-1302-29,1487
019-1302-36,4355
019-1302-37,4355
019-1302-38,1785
019-1302-39,1785
019-1302-42,1461
019-1302-43,1461
019-1302-48,2897
019-1302-49,2897
019-1302-56,2754
019-1302-57,2754
019-1302-58,2977
019-1302-59,2977
019-1302-60,3678
019-1302-61,3678
019-1303-00,1964
019-1303-01,1964
019-1303-02,2901
019-1303-03,2901
019-1303-04,3463
019-1303-05,3463
019-1303-08,2663
019-1303-09,2663
019-1303-11,2071
019-1303-14,3054
019-1303-16,2606
019-1303-17,2606
019-1303-18,1837
019-1303-19,1837
019-1303-20,3267
019-1303-21,3267
019-1303-24,4686
019-1303-25,4686
019-1303-26,5403
019-1303-27,5403
019-1303-28,4689
019-1303-29,4689
019-1304-02,2615
019-1304-03,2615
019-1304-12,2258
019-1304-13,2258
019-1304-14,2258
019-1304-15,2258
019-1304-16,2258
019-1304-17,2258
019-1304-18,2330
019-1304-19,2330
019-1304-20,3772
019-1304-21,3772
019-1304-22,2187
019-1304-23,2187
019-1305-00,2085
019-1305-01,2085
019-1305-04,2776
019-1305-05,2776
019-1305-06,2085
019-1305-07,2085
019-1305-10,3187
019-1305-11,3187
019-1305-16,3284
019-1305-17,3284
019-1305-18,2544
019-1305-19,2544
019-1305-20,2678
019-1305-21,2678
019-1305-24,2615
019-1305-28,2667
019-1305-29,2667
019-1307-01,2558
019-1307-02,3557
019-1307-03,3557
019-1307-04,1902
019-1307-05,1902
019-1307-12,3838
019-1307-13,3838
019-1307-14,4040
019-1307-15,4040
019-1307-16,4079
019-1307-17,4079
019-1308-00,2392
019-1308-01,2392
019-1308-02,3249
019-1308-03,3249
019-1309-02,2312
019-1309-03,2312
019-1309-08,2187
019-1309-09,2187
019-1310-00,2473
019-1310-01,2473
019-1310-02,1984
019-1310-03,1984
019-1310-04,3370
019-1310-05,3370
019-1310-06,3106
019-1312-00,3187
019-1312-01,3187
019-1313-00,5485
019-1313-01,5485
019-1401-00,2935
019-1401-01,2935
019-1401-02,3392
019-1401-03,3392
019-1503-00,990
019-1503-01,990
019-1503-04,2753
019-1503-05,2753
019-1504-01,2754
019-1504-02,3704
019-1504-03,3704
019-1505-00,1388
019-1505-01,1388
019-1505-02,4332
019-1505-03,4332
019-1601-00,3359
019-1601-01,3359
019-1603-00,3165
019-1603-01,3165
019-1604-00,1375
019-1604-01,1375
019-1604-04,2321
019-1604-05,2321
019-1604-06,2531
019-1604-07,2531
019-1605-00,491
019-1605-01,491
019-1605-02,1254
019-1605-03,1254
019-1605-04,1254
019-1605-05,1254
019-1605-06,1955
019-1605-07,1955
019-1605-16,2178
019-1605-17,2178
019-1605-19,1201
019-1605-24,2294
019-1605-26,2294
019-1605-27,2294
019-1605-28,3816
019-1605-29,3816
019-1607-00,955
019-1607-01,955
019-1607-02,996
019-1607-03,996
019-1607-10,2178
019-1607-11,2178
019-1613-00,3446
019-1613-01,3446
019-1613-04,3524
019-1613-05,3524
019-1801-02,4200
019-1801-03,4200
019-1803-00,2321
019-1803-01,2321
019-1804-00,2258
019-1804-01,2258
019-1805-00,1719
019-1805-01,1719
019-1806-02,2795
019-1806-03,2795
019-1806-04,1165
019-1806-06,3787
019-1806-07,3787
019-1806-12,2645
019-1809-00,2790
019-1901-00,2258
019-1901-01,2258
019-1901-02,3021
019-1901-03,3017
019-1901-06,3054
019-1901-07,3054
019-1901-08,2749
019-1901-09,2749
019-1901-10,3031
019-1901-11,3031
019-1901-16,3526
019-1901-17,3526
019-1902-00,3303
019-1902-01,3303
019-1902-08,3267
019-1902-10,2498
019-1902-11,2498
019-1902-12,3225
019-1902-13,3225
019-1902-14,3329
019-1902-15,3329
019-1902-16,3538
019-1902-17,3538
019-1902-20,3547
019-1902-21,3547
019-1903-00,4709
019-1903-01,4709
019-1903-04,4780
019-1903-05,4780
019-1904-00,1381
019-1904-01,1381
019-1904-04,2786
019-1904-05,2786
019-1905-00,895
019-1905-01,895
019-1905-02,661
019-1905-03,661
019-1905-10,1857
019-1905-11,1857
019-1906-04,1180
019-1906-05,1180
019-1907-00,6869
019-1907-01,6869
019-1907-02,11346
019-1907-03,11346
019-1907-08,5265
019-1907-09,5265
019-1909-00,4910
019-1909-01,4910
019-1909-02,4918
019-1909-03,4918
019-1909-04,3620
019-1909-05,3620
019-1909-06,6579
019-1909-07,6579
019-1914-00,3134
019-1914-01,3134
019-1914-02,1902
019-1914-03,1902
019-1915-00,2732
019-1915-01,2732
019-1915-04,4134
019-1915-05,4134
019-1920-00,3133
019-1920-01,3133
019-1920-02,3173
019-1920-03,3173
019-1923-00,4181
019-1923-01,4181
019-2001-00,1964
019-2001-01,1964
019-2001-02,2039
019-2001-03,2039
019-2001-04,1954
019-2002-00,3284
019-2002-01,3284
019-2002-02,2187
019-2002-03,2187
019-2002-08,6093
019-2002-09,6093
019-2002-10,2533
019-2002-11,2533
019-2002-12,6967
019-2002-13,6967
019-2002-14,6784
019-2002-15,6784
019-2002-20,4677
019-2002-21,4677
019-2002-22,3597
019-2002-23,3597
019-2002-24,3484
019-2002-25,3484
019-2003-00,2544
019-2003-01,2544
019-2003-02,2983
019-2003-03,2983
019-2003-04,4411
019-2003-05,4411
019-2003-08,4463
019-2003-09,4463
019-2005-00,2549
019-2005-01,2549
019-2005-02,3166
019-2005-03,3166
019-2005-04,4240
019-2005-05,4240
019-2005-08,5440
019-2005-09,5440
019-2005-10,3664
019-2005-11,3664
019-2005-18,3410
019-2005-19,3410
019-2005-20,5779
019-2005-21,5779
019-2006-00,1617
019-2006-01,1617
019-2006-04,2405
019-2006-05,2405
019-2006-06,2575
019-2006-07,2575
019-2006-10,3669
019-2006-11,3669
019-2008-00,3589
019-2008-01,3589
019-2009-00,6634
019-2009-01,6634
019-2009-02,6302
019-2009-03,6302
019-2016-02,3200
019-2016-03,3200
019-2017-00,5070
019-2018-00,5074
019-2018-01,5074
019-2021-00,2853
019-2021-01,2853
019-2021-02,2709
019-2021-03,2709
019-2101-00,2696
019-2101-01,2696
019-2101-04,3044
019-2101-05,3044
019-2201-01,2365
019-2201-02,1388
019-2201-06,1598
019-2201-07,1598
019-2201-12,2025
019-2202-00,2656
019-2202-01,2656
019-2203-00,1884
019-2203-01,1884
019-2203-02,3013
019-2203-03,3013
019-2203-06,1151
019-2203-07,1151
019-2203-12,2758
019-2203-13,2758
019-2203-14,1837
019-2203-15,1837
019-2204-00,1594
019-2204-01,1594
019-2204-02,1602
019-2204-03,1602
019-2204-06,1535
019-2204-10,2088
019-2204-11,2088
019-2204-12,2156
019-2204-13,2156
019-2205-00,1997
019-2205-01,1997
019-2205-02,2531
019-2205-03,2531
019-2205-04,1897
019-2205-05,1897
019-2205-10,2076
019-2205-11,2076
019-2206-00,1964
019-2206-01,1964
019-2206-02,1964
019-2206-03,1964
019-2206-06,3446
019-2206-07,3446
019-2207-00,3620
019-2207-01,3620
019-2207-04,2955
019-2207-05,2955
019-2207-06,2722
019-2207-07,2722
019-2207-08,2486
019-2207-09,2486
019-2208-00,2901
019-2208-01,2901
019-2208-02,2901
019-2208-04,2901
019-2208-05,2901
019-2208-10,5436
019-2208-11,5436
019-2208-16,5311
019-2208-17,5311
019-2213-02,4677
019-2213-03,4677
019-2301-00,1388
019-2301-01,1388
019-2301-02,1933
019-2301-03,1933
019-2301-08,1964
019-2301-09,1964
019-2301-10,1933
019-2302-00,990
019-2302-01,990
019-2302-02,1500
019-2302-03,1500
019-2302-04,1544
019-2302-05,1544
019-2302-06,1428
019-2302-07,1428
019-2302-08,1388
019-2302-09,1388
019-2302-12,1544
019-2302-13,1544
019-2302-14,2654
019-2302-15,2654
019-2302-16,1579
019-2302-17,1579
019-2302-18,1536
019-2302-30,2678
019-2302-32,2678
019-2302-34,2687
019-2302-35,2687
019-2302-36,3816
019-2302-37,3816
019-2302-38,2267
019-2302-39,2267
019-2302-43,2983
019-2302-46,2897
019-2302-47,2897
019-2302-48,2785
019-2302-49,2785
019-2302-54,2258
019-2302-55,2258
019-2302-56,7337
019-2302-57,7337
019-2302-58,9396
019-2302-59,9396
019-2303-00,895
019-2303-01,895
019-2303-02,1024
019-2303-04,1757
019-2303-05,1757
019-2304-00,2883
019-2304-01,2883
019-2304-04,3187
019-2304-05,3187
019-2305-00,467
019-2305-02,470
019-2305-03,470
019-2305-04,544
019-2305-05,544
019-2306-00,1357
019-2306-01,1357
019-2307-00,1595
019-2307-01,1595
019-2307-02,2401
019-2307-03,2401
019-2307-10,2870
019-2307-11,2870
019-2307-14,1455
019-2307-15,1455
019-2310-01,1522
019-2310-02,783
019-2310-03,783
019-2310-04,848
019-2310-05,848
019-2310-06,1128
019-2310-07,1128
019-2310-08,9133
019-2310-09,9133
019-2310-12,1067
019-2310-15,752
019-2310-16,3423
019-2310-17,3423
019-2310-26,4421
019-2310-30,3446
019-2310-31,3446
019-2310-38,3267
019-2310-39,3267
019-2310-42,7846
019-2310-43,7846
019-2310-46,7293
019-2310-47,7293
019-2310-48,7003
019-2310-49,7003
019-2310-50,9866
019-2310-51,9866
019-2311-00,1567
019-2311-01,1567
019-2312-02,2473
019-2312-03,2473
019-2312-06,3740
019-2312-07,3740
019-2312-08,3620
019-2312-09,3620
019-2313-00,1210
019-2313-01,1210
019-2313-02,1076
019-2313-03,1076
019-2313-04,1451
019-2313-09,1259
019-2313-10,2946
019-2313-11,2946
019-2313-14,3695
019-2313-15,3695
019-2314-00,1022
019-2314-01,1022
019-2314-02,924
019-2315-00,1138
019-2315-01,1138
019-2315-02,1033
019-2315-03,1033
019-2315-04,1232
019-2315-05,1232
019-2315-14,2816
019-2315-15,2816
019-2316-00,589
019-2316-01,589
019-2316-02,723
019-2316-03,723
019-2316-04,1103
019-2316-05,1103
019-2316-06,1027
019-2316-07,1027
019-2316-08,1027
019-2316-09,1027
019-2316-10,2093
019-2316-11,2093
019-2316-22,1377
019-2316-23,1377
019-2316-26,2138
019-2316-27,2138
019-2316-28,2656
019-2316-29,2656
019-2316-35,677
019-2316-36,2102
019-2316-37,2102
019-2316-44,3142
019-2316-45,3142
019-2316-46,2240
019-2316-47,2240
019-2316-50,2638
019-2316-51,2638
019-2317-04,3446
019-2317-05,3446
019-2318-01,1500
019-2318-02,1491
019-2318-03,1491
019-2319-04,3086
019-2319-05,3086
019-2320-00,817
019-2320-01,817
019-2321-00,568
019-2321-01,568
019-2321-02,620
019-2321-03,620
019-2321-04,621
019-2321-05,621
019-2321-06,621
019-2321-07,621
019-2321-08,576
019-2321-09,576
