"CODIGO","PRECIO","TITULO","DESCRIPCION","TALLES","COLORES","URL","FOTO1","FOTO2","FOTO3","FOTO4","FOTO5","FOTO6","FOTO7","FOTO8","FOTO9","FOTO10","FOTO11","FOTO12","FOTO13","FOTO14","FOTO15","FOTO16"
"3030","$252.00","Vanessa Top","Los escotes traseros son la nueva tendencia, deja la espalda al descubierto y diviértete añadiéndole un toque sexy a tu look","Unica","#000000
#c72136","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/vanessa-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1163/3030.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1164/_3030_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3031","$288.00","Valentina Top","La favorita de nuestras pasarelas. Diseño que disimula el abdomen favoreciendo cualquier talla, sin manga en tonos clásicos para el verano.","Unica","#ffffff","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/valentina-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1330/3031.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1333/3031_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3032","$270.00","Pamela Top","Para las amantes de la moda. Elegante y audaz top de collar y escote bajo.","Unica","#000000
#d8c0c0","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/pamela-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1158/_3032_136.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1159/3032.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3034","$287.40","Zélica Top",,"Unica","#e94f4e","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/zelica-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1434/3034.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3035","$329.40","Amalia Top",,"Unica","#000000","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/amalia-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1431/3035.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3036","$299.40","Debora Top",,"Unica","#000000
#dfccda","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/debora-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1429/3036_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1430/3036.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3037","$329.40","Bruna Top",,"Unica","#faab5b","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/bruna-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1432/3037_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1433/3037.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3038","$377.40","Polina Top",,"Unica","#6eb2e2","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/polina-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1437/3038.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1438/3038_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3039","$287.40","Priscila Top",,"Unica","#b6d4ef","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/priscila-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1435/3039.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1436/3039_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3040","$329.40","Juliana Top",,"Unica","#000000","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/juliana-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1424/3040.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1425/3040_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3041","$377.40","Flavia Top",,"Unica","#000000
#e8c8a5
#ea2f42","http://chemisette.com.mx/comercio/moda/re_evolucion/producto/flavia-top","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1426/3041_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1427/3041_144.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"40284","$597.00","Coconut Traje de Baño","Traje de baño reductor. ¡Reduce de 1 a 2 tallas inmediatamente! Tejido Powernet que comprime las zonas más abultadas sin sacrificar tu comodidad. Afina el talle y controla el abdomen. Copas interiores pre-hormadas, corte trasero completo.","E.Grande","#3a2622","http://chemisette.com.mx/comercio/moda/trajes-de-bano/producto/coconut-traje-de-bano","https://chemisette-web.s3.amazonaws.com/uploads/color/image/522/40284_14.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"51162","$597.00","Malibú Traje de Baño","Traje de baño reductor. ¡Reduce de 1 a 2 tallas inmediatamente! Tejido Powernet que comprime las zonas más abultadas sin sacrificar tu comodidad. Afina el talle y controla el abdomen. Copas interiores pre-hormadas, corte trasero completo.","E.Grande","#000000
#5db0da","http://chemisette.com.mx/comercio/moda/trajes-de-bano/producto/malibu-traje-de-bano","https://chemisette-web.s3.amazonaws.com/uploads/color/image/228/_01_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/229/_01_16.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/768/_01_7.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/770/_01_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/769/_01_15.jpg","-","-","-","-","-","-","-","-","-","-"
"5482","$101.50","Tanga Coquet Encaje","Panty estilo tanga, suave y ligero de gran comodidad invisible bajo la ropa con encaje strech ancho que se ajusta sin dejar marcas.","Med/Gde","#000000
#e3549e
#eddc52
#f3d3c6
#f9c9de","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/tanga-coquet-encaje","https://chemisette-web.s3.amazonaws.com/uploads/color/image/978/5485_23_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/979/5485_31_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/982/5485_105_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1266/5482_75_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/980/PV1706_75.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1267/5482_90_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1268/5482_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1271/5485_23_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1272/5485_23_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1274/5485_31_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1275/5485_31_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1276/5485_75_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1277/5485_75_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1280/5485_105_1.jpg","-"
"5688","$150.50","Boxer Algodón","Boxer elaborado con Algodón de alta calidad. Se adapta al cuerpo sin oprimir, eliminando el rose de la entre pierna. Fino Algodón fresco, suave y durable.","Chica
Mediana
Gde","#c2c2c2","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/boxer-algodon","https://chemisette-web.s3.amazonaws.com/uploads/color/image/234/5688_L5_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/664/5688_L5.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"5760","$129.50","Bikini y Top Princess","Bikini y Top cómodos, muy suaves y en tonos pastel. Confeccionados en algodón. Bikini de pretina alta con suave elástico y corte trasero completo. Top que abraza el torso suavemente de tirantes ajustables.","(6-8)
(8-12)","#c1e3e7
#ccaace
#ffffff","http://chemisette.com.mx/comercio/mas-lineas/ninos/producto/bikini-y-top-princess","https://chemisette-web.s3.amazonaws.com/uploads/color/image/239/5760_78_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/238/5760_101_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/688/5760_78.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/689/5760_80.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/240/5760_80_2.jpg","-","-","-","-","-","-","-","-","-","-"
"5900","$272.30","Panty Cintura Alta","¡Único en México! Con micro-bandas de silicón auto-adherente que mantienen la panty en su lugar. Cintura alta. Tactel suave como la seda.","Gde","#c8afa8","http://chemisette.com.mx/comercio/intima/pantys/producto/panty-cintura-alta","https://chemisette-web.s3.amazonaws.com/uploads/color/image/245/5900oi2017.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1291/5900_93_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"6000","$139.30","Panty Encaje Confiable","¡Único en México! Con micro-bandas de silicón auto-adherente que mantienen la panty en su lugar. Cintura alta. Tactel suave como la seda.","Chica
Mediana
Gde
E.Grande","#c8afa8","http://chemisette.com.mx/comercio/intima/pantys/producto/panty-encaje-confiable","https://chemisette-web.s3.amazonaws.com/uploads/color/image/248/6000.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1293/6000_93_1.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1295/6000-93_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"6004","$90.30","Bikini Algodón a la cadera","Panty que abraza las caderas naturalmente. De corte completo y costuras planas para brindarte absoluta comodidad.","Chica
Mediana
Gde
Grande","#000000
#c4cbd6
#c4e4e9","http://chemisette.com.mx/comercio/intima/pantys/producto/bikini-algodon-a-la-cadera","https://chemisette-web.s3.amazonaws.com/uploads/color/image/986/6004_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/987/6004_d5_3.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1282/6004_L7.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1283/6004_l7_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1284/6004_l7_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1285/6004_d65_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1286/6004_d5_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1287/6004_90_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1288/6004_90_1.jpg","-","-","-","-","-","-"
"6005","$132.30","Panty Mamma Mía","Los beneficios del algodón con el ajuste perfecto de la lycra. Corte alto hasta la cintura para mayor cobertura. Sujeción, comodidad y durabilidad. El algodón es la única ropa interior que permite a tu cuerpo transpirar de forma natural evitando infecciones.","Chica
Mediana
Grande","#000000
#c8afa8","http://chemisette.com.mx/comercio/intima/pantys/producto/panty-mamma-mia","https://chemisette-web.s3.amazonaws.com/uploads/color/image/250/6005_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/249/6005.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1297/6005_90_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1298/6005_93_2.jpg","-","-","-","-","-","-","-","-","-","-","-"
"6418","$559.30","Cinturella Pantyblusa","Acción termogénica que reduce tallas con el uso diario. Extra-fuerte compresión en abdomen y vientre bajo. Látex interior forrado. Compresión abdominal que ayuda a la perdida de peso. Ideal para tipo de cuerpos triángulo inverso y cuadrado. Compresión: Muy alta.","Chica
Mediana
Grande
E.Grande
E.ExGrande","#e6d9c7","http://chemisette.com.mx/comercio/modelante/fajas/producto/cinturella-pantyblusa","https://chemisette-web.s3.amazonaws.com/uploads/color/image/251/6418_93_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/573/6418_93.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/576/6418_93_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/574/6418_93_2.jpg","-","-","-","-","-","-","-","-","-","-","-"
"6420","$545.30","Silueta Light Pantyblusa","2 en 1 Faja de compresión y pantyblusa. Pantyblusa que reduce el abdomen y moldea la cintura. Suave, cómoda de cero costuras, invisible bajo la ropa. Ideal para utilizar con blusas abiertas. Para tipo de cuerpos triángulo invertido y cuadrado. Compresión: Media.","CH/M
G/EG","#000000
#c72136
#ffffff
#0054c5","http://chemisette.com.mx/comercio/modelante/fajas/producto/silueta-light-pantyblusa","https://chemisette-web.s3.amazonaws.com/uploads/color/image/255/6420_95_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/252/6420_90_3.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/578/6420_90_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/582/6420_95_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/583/6420_80.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/584/6420_80_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/581/6420_95.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/257/6420_80_3.jpg","-","-","-","-","-","-","-"
"6425","$364.00","Faja Imperio Modelante","Talle estilizado en corte boxer. Controla el talle y marca la cintura. Reduce el abdomen, vientre y espalda baja. Seamless, sin costuras, invisible bajo la ropa. Banda de silicón evitan que se deslice, desaparece marcas de pantys y celulitis. Ideal para tipo de cuerpos triángulo invertido y cuadrado. Compresión: Media.","G/EG","#c8afa8","http://chemisette.com.mx/comercio/modelante/fajas/producto/faja-imperio-modelante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/259/6425_93_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/692/6425_93_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/694/6425_93_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/690/6425_93.jpg","-","-","-","-","-","-","-","-","-","-","-"
"6426","$385.00","Silueta Encaje corte Tanga","Pantyblusa reductora de compresión alta. Firmeza y elegancia a la vez. Estiliza la figura con firmeza reduciendo la cintura. Fino encaje que embellece el escote convirtiéndose en una prenda exterior. Corte tanga que evita marcas en la ropa. Marca la cintura, reduce el abdomen, vientre y espalda baja, broche en la entrepierna. Ideal para tipo de cuerpo reloj de arena, triángulo invertido y cuadrado. Compresión: Alta.","Chica
M/G","#000000
#e9e8d8","http://chemisette.com.mx/comercio/modelante/fajas/producto/silueta-encaje-corte-tanga","https://chemisette-web.s3.amazonaws.com/uploads/color/image/261/6426_69.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/260/6426_90.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/733/6427_69_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/734/6427_69_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/736/6427_69_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/735/6427_69_3.jpg","-","-","-","-","-","-","-","-","-"
"6427","$385.00","Silueta Encaje corte Completo","Pantyblusa reductora de compresión alta. Firmeza y elegancia a la vez. Estiliza la figura con firmeza reduciendo la cintura. Fino encaje que embellece el escote convirtiéndose en una prenda exterior. Corte tanga que evita marcas en la ropa. Marca la cintura, reduce el abdomen, vientre y espalda baja, broche en la entrepierna. Ideal para tipo de cuerpo reloj de arena, triángulo invertido y cuadrado. Compresión: Alta.","Chica
M/G","#000000
#e9e8d8","http://chemisette.com.mx/comercio/modelante/fajas/producto/silueta-encaje-corte-completo","https://chemisette-web.s3.amazonaws.com/uploads/color/image/263/6427_69_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/262/6427_90_5.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/696/6427_90_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/697/6427_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/699/6427_69.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/700/6427_69_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/701/6427_69_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/702/6427_69_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/698/6427_90_4.jpg","-","-","-","-","-","-"
"6430","$489.30","TOP MÍA REDUCTORA","¡Reduce de 1 a 2 tallas al instante! Compresión muy alta en el área abdominal. Tejido inteligente: ejerce un ligero masaje reductor al caminar. Acelera la pérdida de peso. Sin costuras, ultrasuave en tonos neutros. Top de uso interior o exterior. Ideal para tipo de cuerpos triángulo invertido y cuadrado. Compresión: Muy alta.","Chica
Mediana
G/EG","#000000
#927983
#ffffff","http://chemisette.com.mx/comercio/modelante/fajas/producto/top-mia-reductora","https://chemisette-web.s3.amazonaws.com/uploads/color/image/266/6430_80_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/603/6430_80_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/264/6430_90_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"6432","$378.00","Bra Control","Top interior con bra incluído. Control de vientre, abdomen y espalda. Tirantes anchos que desaparecen los gorditos de la espalda. Sin varillas, broches ni costuras. Confortable de uso diario. Ideal para cuerpos tipo triángulo invertido, reloj de arena y cuadrado. Compresión: Baja.","Chica
Mediana
Gde
E.Grande","#000000
#c8afa8
#ffffff","http://chemisette.com.mx/comercio/modelante/fajas/producto/bra-control","https://chemisette-web.s3.amazonaws.com/uploads/color/image/267/6432_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/631/6432_90.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/633/6432_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/634/6432_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/636/6432_80_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/637/6432_80_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/635/6432_80.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/269/6432_80_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/268/6432_93_3.jpg","-","-","-","-","-","-"
"6433","$489.30","Top Mia Reductora Elegance","¡Reduce de 1 a 2 tallas al instante! Compresión muy alta en el área abdominal. Tejido inteligente: ejerce un ligero masaje reductor al caminar. Acelera la pérdida de peso. Sin costuras, ultrasuave en tonos neutros. Top de uso interior o exterior. Ideal para tipo de cuerpos triángulo invertido y cuadrado. Compresión: Muy alta.","Chica
Mediana
G/EG","#000000
#927983
#ffffff","http://chemisette.com.mx/comercio/modelante/fajas/producto/top-mia-reductora-elegance","https://chemisette-web.s3.amazonaws.com/uploads/color/image/725/6433_oi17_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/726/6433_oi17_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7300","$209.30","Tobimedia Dedos Libres Masaje Preventivo","Tobimedia para disminuir el dolor y la inflamación, dedos libres descanso terapéutico. Tratamiento de uso diario necesario para cuidar la correcta circulación de las piernas.. Denier: 180","Unica","#000000
#c8afa8","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/tobimedia-dedos-libres-masaje-preventivo","https://chemisette-web.s3.amazonaws.com/uploads/color/image/273/_jpg.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/274/7300_93.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7401","$168.00","Tobimedia Dedos Libres Alta Compresión","Tobimedia para disminuir el dolor y la inflamación. Tratamiento de uso diario necesario para cuidar la correcta circulación de las piernas. Recomendada para viajes y largas jornadas de trabajo.","Unica","#c8afa8","http://chemisette.com.mx/comercio/mas-lineas/varices-y-diabetes/producto/tobimedia-dedos-libres-alta-compresion","https://chemisette-web.s3.amazonaws.com/uploads/color/image/612/7401oi2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7800","$378.00","Fondo Compresión","El aliado de los vestidos. Desaparece las marcas de pantys, celulitis e imperfecciones. Abraza el cuerpo para sentirse segura ante las telas más ligeras. Evita transparencias. Tirantes ajustables. Ideal para tipo de cuerpo reloj de arena. Compresión: Baja.","CH/M
G/EG","#000000
#e9b88f","http://chemisette.com.mx/comercio/modelante/fajas/producto/fondo-compresion","https://chemisette-web.s3.amazonaws.com/uploads/color/image/278/7800_93_7.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/277/7800_90_7.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/614/7800_90_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/615/7800_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/616/7800_90_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/617/7800_90_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/620/7800_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/621/7800_93_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/622/7800_93_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/623/7800_93_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/624/7800_93_6.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/750/7800_93_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/618/7800_90_6.jpg","-","-"
"7900","$294.00","Capri Terapéutico","Mejora la circulación evitando el dolor. Compresión graduada que previene y trata serios problemas vasculares. Ideal para tratar várices y al mismo tiempo lucir tus piernas. Indicado para quien sufre problemas de várices.","Chica
Mediana","#000000
#1a3b68
#e9b88f","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/capri-terapeutico","https://chemisette-web.s3.amazonaws.com/uploads/color/image/280/7900_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/281/7900_93.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8100","$552.30","Faja para Brazos y Espalda Alta Tonificante","La primera faja para reducir y reafirmar los brazos. TEJIDO POWERNET que comprime firmemente la piel de los brazos. Mantiene los hombros erguidos corrigiendo la postura. Ideal para tipo de cuerpo triángulo invertido. Compresión: Alta.","Med/Gde","#000000
#e6d9c7","http://chemisette.com.mx/comercio/modelante/fajas/producto/faja-para-brazos-y-espalda-alta-tonificante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/282/8100_90_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/704/8100_90_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/706/8100_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/283/8100_93_3.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/703/8100_90.jpg","-","-","-","-","-","-","-","-","-","-"
"812","$20.00","Bolsa rosa tu clave al éxito",,"-","-","http://chemisette.com.mx/comercio/herramientas-de-venta/herramientas-de-venta/producto/bolsa-rosa-tu-clave-al-exito","https://chemisette-web.s3.amazonaws.com/uploads/color/image/906/BOLSAROSA.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8200","$595.00","Faja Chaleco Powernet Reductor","Powernet Reductor. Faja chaleco de firme POWERNET reforzado. Se ajusta al cuerpo con excelente compresión. Diseño alto en espalda para mayor cobertura y reducción. Reduce el contorno de la cintura, abdomen alto, medio y bajo. Corrige la postura y dolores lumbares. Varillas interiores, evitan que se enrolle. Levanta ligeramente el busto. Broches al frente ajustable en 3 posiciones.","Chica
Mediana
Gde
E.Grande","#000000","http://chemisette.com.mx/comercio/modelante/fajas/producto/faja-chaleco-powernet-reductor","https://chemisette-web.s3.amazonaws.com/uploads/color/image/284/8200_90_6.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/744/8200_90.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/746/8200_90_5.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/729/8200_90_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/745/8200_90_2.jpg","-","-","-","-","-","-","-","-","-","-"
"821","$30.00","Plumas Chemisette con liston (Pack con 3)",,"-","-","http://chemisette.com.mx/comercio/herramientas-de-venta/herramientas-de-venta/producto/plumas-chemisette-con-liston-(pack-con-3)","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1203/PLUMACHEMISETTE.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8300","$973.00","Faja Lipo-Termo Activa","Faja Lipo-Termo Activa con resultados inmediatos. Faja de alta sujeción en vientre, abdomen y espalda baja.  De tejido PowerNet Reforzado y Latex Termo Reductor.","Chica
Mediana
Grande
E.Grande
E.ExGrande","#c8afa8","http://chemisette.com.mx/comercio/modelante/fajas/producto/faja-lipo_termo-activa","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1040/8300oi17_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1043/8300_FAJALIPOTERMOACTIVA_4.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1041/8300oi17_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1042/8300oi17_3.jpg","-","-","-","-","-","-","-","-","-","-","-"
"890I","$15.00","Catálogo Primavera-Verano 2017","1 pieza","-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/catalogo-primavera_verano-2017","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1184/CATPV2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"890P3","$70.00","Catálogo Primavera Verano Pack con 4 + Suplemento Julio Agosto Pack con 4",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/catalogo-primavera-verano-pack-con-4-+-suplemento-julio-agosto-pack-con-4","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1367/890p3.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"892I","$5.00","Suplemento Moda y Salud Julio - Agosto 2017 ( 1 pieza )",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/suplemento-moda-y-salud-julio-_-agosto-2017-(-1-pieza-)","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1369/892I.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"893I","$15.00","CATALOGO OTOÑO INVIERNO 2017 (1 PIEZA )",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/catalogo-otono-invierno-2017-(1-pieza-)","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1484/catoi.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"893P1","$80.00","Catálogo Otoño Invierno 2017 Pack con 4 mas Supl Septiembre - Octubre 2017 Pack con 4",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/catalogo-otono-invierno-2017-pack-con-4-mas-supl-septiembre-_-octubre-2017-pack-con-4","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1406/4y4.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"894I","$10.00","SUPLEMENTO MODA-SALUD VENTA DIRECTA SEP-OCT 2017 1 pieza",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/suplemento-moda_salud-venta-directa-sep_oct-2017-1-pieza","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1485/suplemento.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
